Competing Athlete,Opponent,Event,Method,Result
Roberto Jimenez,38612,Adam WardzinskiAdam Wardzinski,L,Choke from back
Roberto Jimenez,39443,Leo SaggioroLeo Saggioro,L,DQ
Roberto Jimenez,40115,Pedro AlexPedro Alex,L,Points
Roberto Jimenez,40125,Igor SchneiderIgor Schneider,L,Pts: 11x4
Roberto Jimenez,40544,Fellipe AndrewFellipe Andrew,L,Pts: 10x0
Roberto Jimenez,40937,Nick RodriguezNick Rodriguez,L,EBI/OT
Roberto Jimenez,42658,Giancarlo BodoniGiancarlo Bodoni,L,Referee Decision
Roberto Jimenez,43430,Izaak MichellIzaak Michell,L,Pts: 2x0
Roberto Jimenez,45896,Elder CruzElder Cruz,L,Pts: 2x0
Roberto Jimenez,47500,Nick RodriguezNick Rodriguez,L,Pts: 6x0
Roberto Jimenez,50555,Meyram MaquineMeyram Maquine,L,"Pts: 0x0, Adv"
Roberto Jimenez,52442,Levi JonesLevi Jones,L,Inside heel hook
Roberto Jimenez,55832,Kaynan DuarteKaynan Duarte,L,Referee Decision
Roberto Jimenez,23320,Keenan CorneliusKeenan Cornelius,W,Pts: 6x4
Roberto Jimenez,23474,Dan Martinez,W,Points
Roberto Jimenez,23591,Todd Mueckenheim,W,Choke from back
Roberto Jimenez,23592,Matt LeightonMatt Leighton,W,Choke from back
Roberto Jimenez,23597,Julian Syan,W,Choke from back
Roberto Jimenez,23599,Eliot KellyEliot Kelly,W,Flying triangle
Roberto Jimenez,23601,Fellipe AndrewFellipe Andrew,W,Choke from back
Roberto Jimenez,23603,Yago SouzaYago Souza,W,Choke from back
Roberto Jimenez,23721,Thiago Saldanha,W,Choke from back
Roberto Jimenez,23722,Vinicius GarciaVinicius Garcia,W,Bow and arrow
Roberto Jimenez,23771,Don Stoner,W,Triangle
Roberto Jimenez,23783,Manuel RibamarManuel Ribamar,W,Armbar
Roberto Jimenez,23786,Pedro MarinhoPedro Marinho,W,Armbar
Roberto Jimenez,23797,Yuri Villefort,W,Triangle armbar
Roberto Jimenez,23803,William TackettWilliam Tackett,W,Pts: 3x0
Roberto Jimenez,23822,Nathan Orchard,W,Triangle
Roberto Jimenez,23824,H. Colvin,W,Triangle
Roberto Jimenez,23834,Tye RuotoloTye Ruotolo,W,Points
Roberto Jimenez,23838,John CombsJohn Combs,W,Kimura
Roberto Jimenez,23840,Vagner RochaVagner Rocha,W,Referee Decision
Roberto Jimenez,23851,Nick RodriguezNick Rodriguez,W,Referee Decision
Roberto Jimenez,23892,Hugo MarquesHugo Marques,W,RNC
Roberto Jimenez,23896,Kade RuotoloKade Ruotolo,W,Short choke
Roberto Jimenez,23898,Tye RuotoloTye Ruotolo,W,Points
Roberto Jimenez,23945,Jesse Taylor,W,Armbar
Roberto Jimenez,23969,Guilherme AugustoGuilherme Augusto,W,Choke from back
Roberto Jimenez,23970,Gabriel AlmeidaGabriel Almeida,W,Straight ankle lock
Roberto Jimenez,24128,Kaiser Adylevich,W,Reverse triangle
Roberto Jimenez,24130,Leo SilvaLeo Silva,W,Reverse triangle
Roberto Jimenez,24885,Dante LeonDante Leon,W,Referee Decision
Roberto Jimenez,26650,Adam Bradley,W,Points
Roberto Jimenez,26857,Adam Smith,W,RNC
Roberto Jimenez,26862,Tanner Weisgram,W,RNC
Roberto Jimenez,26954,Kade RuotoloKade Ruotolo,W,RNC
Roberto Jimenez,27211,Ben Dyson,D,---
Roberto Jimenez,27221,Kieran Davern,D,---
Roberto Jimenez,27223,Bradley Hill,W,Short choke
Roberto Jimenez,27224,Ellis Younger,D,---
Roberto Jimenez,29924,Konrad Smieszek,W,Triangle
Roberto Jimenez,29925,Vandicleidisson S.,W,RNC
Roberto Jimenez,29958,Dayvid Remedio,W,Choke from back
Roberto Jimenez,29963,Pedro EliasPedro Elias,W,Choke from back
Roberto Jimenez,29970,Lucas ProtasioLucas Protasio,W,RNC
Roberto Jimenez,29971,Lucas Queiroz,W,Short choke
Roberto Jimenez,29972,Pierpaolo Chiappe,W,Short choke
Roberto Jimenez,29973,Luiz Santos,W,RNC
Roberto Jimenez,30278,Leo Domingos,W,RNC
Roberto Jimenez,30312,Alexandre Guerra,W,Triangle
Roberto Jimenez,30326,Italo MouraItalo Moura,W,Pts: 2x0
Roberto Jimenez,30333,Lucas Barros,W,RNC
Roberto Jimenez,30338,Luiz PauloLuiz Paulo,W,Injury
Roberto Jimenez,30339,Fabio CaloiFabio Caloi,W,RNC
Roberto Jimenez,31623,Magid Hage,W,RNC
Roberto Jimenez,31711,Pedro MaiaPedro Maia,W,RNC
Roberto Jimenez,35097,Andy VarelaAndy Varela,W,RNC
Roberto Jimenez,36103,Shane Fishman,W,Pts: 8x2
Roberto Jimenez,36107,Hunter Colvin,W,Triangle
Roberto Jimenez,36108,Jed Hue,W,Katagatame
Roberto Jimenez,37823,Jesse Vuorio,W,Choke from back
Roberto Jimenez,37830,Caio Rocha,W,Choke from back
Roberto Jimenez,37832,Max LindbladMax Lindblad,W,Armbar
Roberto Jimenez,37837,Tarik HopstockTarik Hopstock,W,Choke from back
Roberto Jimenez,37863,Kasper Larsen,W,Inside heel hook
Roberto Jimenez,37866,Erick Souza,W,N/A
Roberto Jimenez,37867,Tarik HopstockTarik Hopstock,W,RNC
Roberto Jimenez,37871,Adam Ellis,W,Submission
Roberto Jimenez,37875,Thomas Bracher,W,Katagatame
Roberto Jimenez,37876,Erick Souza,W,RNC
Roberto Jimenez,38480,Caio ViniciusCaio Vinicius,W,Kneebar
Roberto Jimenez,39433,Ricardo RezendeRicardo Rezende,W,Triangle
Roberto Jimenez,39440,Ari Pollan,W,Straight ankle lock
Roberto Jimenez,39465,Roosevelt SousaRoosevelt Sousa,W,RNC
Roberto Jimenez,39466,JZ Cavalcante,W,RNC
Roberto Jimenez,40086,Mair Amaral,W,Choke from back
Roberto Jimenez,40087,Filipe Pimentel,W,Choke from back
Roberto Jimenez,40089,Carlos Neto,W,Back triangle
Roberto Jimenez,40109,Robert Dunn,W,Triangle
Roberto Jimenez,40122,Ruben Alaniz,W,Submission
Roberto Jimenez,40535,Caio ViniciusCaio Vinicius,W,Triangle
Roberto Jimenez,42655,Andre PorfirioAndre Porfirio,W,RNC
Roberto Jimenez,42657,Roosevelt SousaRoosevelt Sousa,W,RNC
Roberto Jimenez,45887,Tyler Freeman,W,RNC
Roberto Jimenez,45892,C. NegromonteC. Negromonte,W,Pts: 2x0
Roberto Jimenez,45925,Jose Munoz,W,RNC
Roberto Jimenez,45931,Heikki Jussila,W,Armbar
Roberto Jimenez,45936,Francisco LoFrancisco Lo,W,RNC
Roberto Jimenez,45940,Vinicius TratorVinicius Trator,W,Armbar
Roberto Jimenez,45941,Roosevelt SousaRoosevelt Sousa,W,RNC
Roberto Jimenez,50259,Elias Silverio,W,RNC
Roberto Jimenez,50276,Alan Magendzo,W,Points
Roberto Jimenez,50291,Elioenai Braz,W,RNC
Roberto Jimenez,50542,Guilherme AugustoGuilherme Augusto,W,Choke from back
Roberto Jimenez,50545,Rayron GracieRayron Gracie,W,Pts: 20x3
Roberto Jimenez,56823,Elder CruzElder Cruz,W,Armbar
Roberto Jimenez,56953,Jo Pantoja,W,Triangle
Roberto Jimenez,56954,Oilson Alvim,W,Choke from back
Roberto Jimenez,56956,Joao Assonitis,W,Triangle
Roberto Jimenez,56969,Kenan Jackson,W,Triangle from back
Roberto Jimenez,56970,London Horn,W,Armbar
Roberto Jimenez,56972,Ruben Rivera,W,RNC
Roberto Jimenez,56974,London Horn,W,Outside heel hook
Roberto Magalhaes,81,Rigan MachadoRigan Machado,L,Pts: 3x0
Roberto Magalhaes,90,Fabio GurgelFabio Gurgel,L,Pts: 3x0
Roberto Magalhaes,245,Mario SperryMario Sperry,L,Adv
Roberto Magalhaes,261,Leo DallaLeo Dalla,L,Points
Roberto Magalhaes,293,Saulo RibeiroSaulo Ribeiro,L,Adv
Roberto Magalhaes,302,Rodrigo CompridoRodrigo Comprido,L,Toe hold
Roberto Magalhaes,434,Ricardo LiborioRicardo Liborio,L,Pts: 9x0
Roberto Magalhaes,460,Rodrigo CompridoRodrigo Comprido,L,Pts: 10x0
Roberto Magalhaes,77,Ricardo MillerRicardo Miller,W,Inverted armbar
Roberto Magalhaes,78,Saulo RibeiroSaulo Ribeiro,W,Referee Decision
Roberto Magalhaes,87,Carlos Pedro,W,Submission
Roberto Magalhaes,89,Saulo RibeiroSaulo Ribeiro,W,Armbar
Roberto Magalhaes,91,Wallid IsmailWallid Ismail,W,Pts: 4x0
Roberto Magalhaes,92,Luiz DuarteLuiz Duarte,W,Triangle
Roberto Magalhaes,120,Anderson Xavier,W,Pts: 10x0
Roberto Magalhaes,234,Mario SperryMario Sperry,W,Points
Roberto Magalhaes,235,Leo DallaLeo Dalla,W,Adv
Roberto Magalhaes,241,Vinicius Cruz,W,Submission
Roberto Magalhaes,243,Murilo BustamanteMurilo Bustamante,W,"Pts: 0x0, Adv"
Roberto Magalhaes,260,Unknown,W,Triangle
Roberto Magalhaes,274,Guigo,W,Adv
Roberto Magalhaes,279,Mario EsfihaMario Esfiha,W,Armbar
Roberto Magalhaes,292,Amaury BitettiAmaury Bitetti,W,Pts: 2x0
Roberto Magalhaes,300,Minotauro NogueiraMinotauro Nogueira,W,Referee Decision
Roberto Magalhaes,392,Jorge PatinoJorge Patino,W,Pts: 6x0
Roberto Magalhaes,394,Eduardo JamelaoEduardo Jamelao,W,"Pts: 0x0, Adv"
Roberto Magalhaes,395,Fernando MargaridaFernando Margarida,W,Pts: 4x0
Roberto Magalhaes,428,Manu Garcia,W,Pts: 9x2
Roberto Magalhaes,482,Eduardo JamelaoEduardo Jamelao,W,Katagatame
Roberto Satoshi,4025,Leandro LoLeandro Lo,L,Pts: 7x2
Roberto Satoshi,4662,Leandro LoLeandro Lo,L,Points
Roberto Satoshi,5794,Lucas LepriLucas Lepri,L,Pts: 20x0
Roberto Satoshi,6217,Jake ShieldsJake Shields,D,---
Roberto Satoshi,7108,Lucas LepriLucas Lepri,L,Pts: 2x0
Roberto Satoshi,7333,Clark GracieClark Gracie,D,---
Roberto Satoshi,8256,Celso ViniciusCelso Vinicius,L,Injury
Roberto Satoshi,9612,Gabriel ArgesGabriel Arges,L,Pts: 6x2
Roberto Satoshi,9972,Thiago AbreuThiago Abreu,L,Botinha
Roberto Satoshi,11456,Marcio AndreMarcio Andre,L,Pts: 2x0
Roberto Satoshi,12598,Isaque BahienseIsaque Bahiense,L,Pts: 4x2
Roberto Satoshi,13129,Lucas LepriLucas Lepri,L,Injury
Roberto Satoshi,16054,Renato CanutoRenato Canuto,L,Points
Roberto Satoshi,16058,Jaime CanutoJaime Canuto,L,Pts: 6x0
Roberto Satoshi,17735,Gordon RyanGordon Ryan,D,---
Roberto Satoshi,18820,Levi JonesLevi Jones,L,Pts: 4x0
Roberto Satoshi,18860,Isaque BahienseIsaque Bahiense,L,"Pts: 0x0, Adv"
Roberto Satoshi,18863,DJ JacksonDJ Jackson,L,Wristlock
Roberto Satoshi,3467,Masahiro IwasakiMasahiro Iwasaki,W,Triangle
Roberto Satoshi,3506,Pedro Bessa,W,Flying armbar
Roberto Satoshi,3509,Michael LanghiMichael Langhi,W,"Pts: 4x4, Adv"
Roberto Satoshi,3510,JT TorresJT Torres,W,Pts: 5x0
Roberto Satoshi,3779,Davi RamosDavi Ramos,W,Pts: 3x2
Roberto Satoshi,3780,Thiago Braga,W,Clock Choke
Roberto Satoshi,3782,JT TorresJT Torres,W,Pts: 2x0
Roberto Satoshi,3783,Lucas LepriLucas Lepri,W,Pts: 2x0
Roberto Satoshi,4013,Unknown,W,Submission
Roberto Satoshi,4018,Italo LinsItalo Lins,W,Points
Roberto Satoshi,4023,JT TorresJT Torres,W,"Pts: 2x2, Adv"
Roberto Satoshi,4387,Unknown,W,Triangle armbar
Roberto Satoshi,4388,Unknown,W,Choke from back
Roberto Satoshi,4389,Daisuke Sugie,W,Triangle
Roberto Satoshi,5650,Claudio MattosClaudio Mattos,W,Choke
Roberto Satoshi,5651,Sergio BeniniSergio Benini,W,Choke from back
Roberto Satoshi,5779,T. Kaneko,W,N/A
Roberto Satoshi,5785,AJ AgazarmAJ Agazarm,W,Choke from back
Roberto Satoshi,5789,Celso ViniciusCelso Vinicius,W,Pts: 2x0
Roberto Satoshi,6148,Ilke BulutIlke Bulut,W,Choke from back
Roberto Satoshi,6149,Unknown,W,Choke from back
Roberto Satoshi,6150,Tatsuya Kaneko,W,Bow and arrow
Roberto Satoshi,6674,Alexandre SantosAlexandre Santos,W,Clock choke
Roberto Satoshi,6676,Rodrigo CaporalRodrigo Caporal,W,Pts: 2x0
Roberto Satoshi,6677,Lachlan GilesLachlan Giles,W,Choke
Roberto Satoshi,7102,Tomas Oyarzun,W,Triangle
Roberto Satoshi,7105,Samuel Hertzog,W,Points
Roberto Satoshi,7110,Mario ReisMario Reis,W,Pts: 2x0
Roberto Satoshi,7592,Unknown,W,Choke
Roberto Satoshi,7593,Leandro Kussano,W,Estima lock
Roberto Satoshi,7877,Rodrigo CaporalRodrigo Caporal,W,Pts: 2x0
Roberto Satoshi,7879,Celso ViniciusCelso Vinicius,W,Adv
Roberto Satoshi,8045,Choi Choi,W,Reverse triangle
Roberto Satoshi,8255,Tiago BravoTiago Bravo,W,Bow and arrow
Roberto Satoshi,9582,Ian Toro,W,Triangle/armbar
Roberto Satoshi,9603,Gabriel ProcopioGabriel Procopio,W,Armbar
Roberto Satoshi,9609,Luan CarvalhoLuan Carvalho,W,Bow and arrow
Roberto Satoshi,9610,AJ AgazarmAJ Agazarm,W,Pts: 4x0
Roberto Satoshi,10525,Alexandre Ogawa,W,Choke from back
Roberto Satoshi,10526,Rodrigo Teixeira,W,Armbar
Roberto Satoshi,10804,Anderson T.,W,Submission
Roberto Satoshi,10805,Robson Tanno,W,Darce choke
Roberto Satoshi,11451,Raphael Mello,W,Triangle
Roberto Satoshi,11454,Alexandre CavaliereAlexandre Cavaliere,W,Pts: 6x2
Roberto Satoshi,12589,Igor Souza,W,Pts: 6x2
Roberto Satoshi,12593,Adriano Araujo,W,Pts: 4x0
Roberto Satoshi,13103,Victor Matos,W,Bow and arrow
Roberto Satoshi,13117,Marcelo MafraMarcelo Mafra,W,Triangle
Roberto Satoshi,13123,Michael LanghiMichael Langhi,W,Pts: 2x0
Roberto Satoshi,13127,Jhonny LoureiroJhonny Loureiro,W,Pts: 6x2
Roberto Satoshi,13388,Matias Asencio,W,Triangle armbar
Roberto Satoshi,13390,Kleber Koike,W,Triangle
Roberto Satoshi,13392,Tiago BravoTiago Bravo,W,Pts: 2x0
Roberto Satoshi,15625,Daisuke NakamuraDaisuke Nakamura,W,RNC
Roberto Satoshi,15627,David GarmoDavid Garmo,W,RNC
Roberto Satoshi,15628,Yoshihiko Matsumoto,W,RNC
Roberto Satoshi,15629,Masahiro IwasakiMasahiro Iwasaki,D,---
Roberto Satoshi,16053,Tarsis HumphreysTarsis Humphreys,W,Triangle
Roberto Satoshi,16055,Clark GracieClark Gracie,W,Points
Roberto Satoshi,18816,Antonio Silva,W,Wristlock
Roberto Satoshi,18823,Andre Cantanhede,W,Pts: 4x2
Roberto Satoshi,18824,Marcos CostaMarcos Costa,W,Pts: 4x2
Roberto Traven,336,Jeff Monson,L,Pts: 3x0
Roberto Traven,560,Marcio CruzMarcio Cruz,L,Points
Roberto Traven,859,Jefferson MouraJefferson Moura,L,Triangle
Roberto Traven,237,Roberto GodoiRoberto Godoi,W,N/A
Roberto Traven,238,Otavio Duarte,W,Pen
Roberto Traven,240,John Machado,W,Pts: 10x0
Roberto Traven,297,Minotauro NogueiraMinotauro Nogueira,W,Points
Roberto Traven,298,Andre Marques,W,N/A
Roberto Traven,331,Jurie Rachel,W,Submission
Roberto Traven,360,F. Capoane,W,Pts: 2x0
Roberto Traven,365,Luis Roberto,W,Pts: 6x0
Roberto Traven,369,Garth TaylorGarth Taylor,W,Pts: 5x0
Roberto Traven,370,Hayato Sakurai,W,Pts: 2x0
Roberto Traven,855,Charles Faria,W,Points
Robson Moura,255,Alexandre SocaAlexandre Soca,L,Choke from back
Robson Moura,502,Royler GracieRoyler Gracie,L,Pts: 2x0
Robson Moura,587,Ricardo VieiraRicardo Vieira,L,Pts: 6x5
Robson Moura,2134,Rafael MendesRafael Mendes,L,Points
Robson Moura,3281,Rafael MendesRafael Mendes,L,Points
Robson Moura,3290,Jeff GloverJeff Glover,L,Guillotine
Robson Moura,107,Armando Conde,W,Armbar
Robson Moura,188,Luis Renato,W,Choke from back
Robson Moura,196,Renato Sampaio,W,Adv
Robson Moura,214,Unknown,W,Choke
Robson Moura,216,Fredson Alves,W,Points
Robson Moura,254,Unknown,W,Points
Robson Moura,383,Marcos MattaMarcos Matta,W,Pts: 2x0
Robson Moura,478,Fredson PaixaoFredson Paixao,W,Points
Robson Moura,495,Hiroyuko Abe,W,RNC
Robson Moura,498,Joe Guilbert,W,Referee Decision
Robson Moura,505,Alexandre SocaAlexandre Soca,W,Points
Robson Moura,637,Douglas Plata,W,N/A
Robson Moura,639,Ricardo VieiraRicardo Vieira,W,"Pts: 2x2, Adv"
Robson Moura,1480,Jeff GloverJeff Glover,W,Pts: 6x3
Robson Moura,1556,Ulysses Gomez,W,Kneebar
Robson Moura,1559,Ricky Lundell,W,Guillotine
Robson Moura,1560,Wilson ReisWilson Reis,W,Heel hook
Robson Moura,1597,Tomoya Yanagisawa,W,Choke
Robson Moura,1599,Dai Yoshioka,W,"Pts: 0x0, Adv"
Robson Moura,1735,Dai Yoshioka,W,Pts: 5x2
Robson Moura,1740,Carlos EsquisitoCarlos Esquisito,W,Referee Decision
Robson Moura,1741,Samuel BragaSamuel Braga,W,"Pts: 0x0, Adv"
Robson Moura,2131,Bernardo Cruz,W,Points
Robson Moura,2451,Nobuhiko Kitahara,W,Choke from back
Robson Moura,3222,Greger Forsel,W,Pts: 3x0
Robson Moura,3261,Ryan HallRyan Hall,W,Pts: 3x0
Robson Moura,6074,Marcos MattaMarcos Matta,W,Clock choke
Robson Moura,8032,Baret YoshidaBaret Yoshida,D,---
Robson Moura,35188,Tom Barlow,W,Referee Decision
Rodolfo Vieira,2356,Alexandre SouzaAlexandre Souza,L,"Pts: 0x0, Adv"
Rodolfo Vieira,2511,Alexandre CeconiAlexandre Ceconi,L,Adv
Rodolfo Vieira,2946,Rafael LovatoRafael Lovato,L,Pts: 4x2
Rodolfo Vieira,3286,Dean ListerDean Lister,L,Heel hook
Rodolfo Vieira,3908,Marcus AlmeidaMarcus Almeida,L,Pts: 8x7
Rodolfo Vieira,4684,Marcus AlmeidaMarcus Almeida,L,Pts: 4x2
Rodolfo Vieira,4762,Marcus AlmeidaMarcus Almeida,L,Pts: 10x0
Rodolfo Vieira,5580,Leandro LoLeandro Lo,D,---
Rodolfo Vieira,5637,Marcus AlmeidaMarcus Almeida,L,Pts: 2x0
Rodolfo Vieira,5726,Marcus AlmeidaMarcus Almeida,L,Pts: 2x0
Rodolfo Vieira,7997,Joao RochaJoao Rocha,L,Pts: 2x0
Rodolfo Vieira,22683,Kaynan DuarteKaynan Duarte,L,Pts: 2x0
Rodolfo Vieira,24889,Kaynan DuarteKaynan Duarte,L,RNC
Rodolfo Vieira,2144,Braulio EstimaBraulio Estima,W,"Pts: 0x0, Adv"
Rodolfo Vieira,2145,Antonio PeinadoAntonio Peinado,W,Adv
Rodolfo Vieira,2523,Braga NetoBraga Neto,W,Choke from back
Rodolfo Vieira,2524,Alexandre SouzaAlexandre Souza,W,Referee Decision
Rodolfo Vieira,2891,Leo NogueiraLeo Nogueira,W,Adv
Rodolfo Vieira,2892,D. Hertzog,W,Submission
Rodolfo Vieira,2894,Bernardo FariaBernardo Faria,W,Pts: 8x0
Rodolfo Vieira,2899,Bernardo FariaBernardo Faria,W,"Pts: 0x0, Adv"
Rodolfo Vieira,2921,Antonio CarlosAntonio Carlos,W,Points
Rodolfo Vieira,2922,Bruno BastosBruno Bastos,W,Pts: 15x0
Rodolfo Vieira,2930,Michael LanghiMichael Langhi,W,Armbar
Rodolfo Vieira,2932,Tarsis HumphreysTarsis Humphreys,W,Pts: 5x2
Rodolfo Vieira,2933,Rubens CharlesRubens Charles,W,Choke from back
Rodolfo Vieira,2950,Rafael MendesRafael Mendes,W,Referee Decision
Rodolfo Vieira,2970,Matt Jubera,W,Triangle
Rodolfo Vieira,2980,Claudio CalasansClaudio Calasans,W,Armbar
Rodolfo Vieira,2992,Sergio MoraesSergio Moraes,W,Pts: 8x0
Rodolfo Vieira,2994,Marcus AlmeidaMarcus Almeida,W,Armbar
Rodolfo Vieira,2996,Bernardo FariaBernardo Faria,W,Pts: 9x0
Rodolfo Vieira,3083,Dustin DenesDustin Denes,W,Pts: 26x0
Rodolfo Vieira,3123,Gybson Sá,W,Armbar
Rodolfo Vieira,3143,Rafael LovatoRafael Lovato,W,Pts: 20x2
Rodolfo Vieira,3153,Bernardo FariaBernardo Faria,W,Pts: 3x0
Rodolfo Vieira,3248,Joseph Lee Baize,W,Armbar
Rodolfo Vieira,3274,Antonio PeinadoAntonio Peinado,W,Pts: 5x0
Rodolfo Vieira,3515,Unknown,W,Choke from back
Rodolfo Vieira,3517,Tarcisio JardimTarcisio Jardim,W,Choke from back
Rodolfo Vieira,3518,Roberto AlencarRoberto Alencar,W,Arm in Ezekiel
Rodolfo Vieira,3523,Victor EstimaVictor Estima,W,Choke from back
Rodolfo Vieira,3526,Lucio Lagarto,W,Arm in Ezekiel
Rodolfo Vieira,3528,Bernardo FariaBernardo Faria,W,Pts: 7x0
Rodolfo Vieira,3808,Cristiano CariocaCristiano Carioca,W,Choke from back
Rodolfo Vieira,3811,Marcelo Bernardo,W,Armbar
Rodolfo Vieira,3812,Roberto AlencarRoberto Alencar,W,Armbar
Rodolfo Vieira,3828,Bernardo FariaBernardo Faria,W,Mounted X choke
Rodolfo Vieira,3829,Andre GalvaoAndre Galvao,W,Pts: 4x2
Rodolfo Vieira,3896,Diego Vivalde,W,Mounted X choke
Rodolfo Vieira,3906,James PuopoloJames Puopolo,W,Choke from back
Rodolfo Vieira,4103,Alan Salgado,W,Choke from Mount
Rodolfo Vieira,4108,Fabiano Souza,W,Armbar
Rodolfo Vieira,4111,Alexandre CeconiAlexandre Ceconi,W,Choke from Back
Rodolfo Vieira,4112,Alexandre RibeiroAlexandre Ribeiro,W,"Pts: 2x2, Adv"
Rodolfo Vieira,4282,Luciano Gonçalves,W,Armbar
Rodolfo Vieira,4283,Gilmar de Oliveira,W,Choke from back
Rodolfo Vieira,4284,Kim TerraKim Terra,W,Armbar
Rodolfo Vieira,4412,Alexandre CeconiAlexandre Ceconi,W,Choke
Rodolfo Vieira,4414,Leo NogueiraLeo Nogueira,W,Pts: 9x0
Rodolfo Vieira,4417,K. Cornelius,W,Pts: 10x0
Rodolfo Vieira,4420,Alexandre RibeiroAlexandre Ribeiro,W,Pts: 6x0
Rodolfo Vieira,4422,Alexandre SouzaAlexandre Souza,W,Armbar
Rodolfo Vieira,4423,Leo NogueiraLeo Nogueira,W,Adv
Rodolfo Vieira,4471,Braulio EstimaBraulio Estima,W,Referee Decision
Rodolfo Vieira,4669,Roberto AlencarRoberto Alencar,W,Points
Rodolfo Vieira,4670,Pedro Peres,W,Choke from back
Rodolfo Vieira,4677,Gustavo CamposGustavo Campos,W,Choke from back
Rodolfo Vieira,4679,Felipe MotaFelipe Mota,W,Choke from back
Rodolfo Vieira,4682,Claudio CalasansClaudio Calasans,W,Pts: 9x0
Rodolfo Vieira,4687,Leonardo LeiteLeonardo Leite,W,Armbar
Rodolfo Vieira,4741,Lucas Sashs,W,Baseball choke
Rodolfo Vieira,4752,Antonio PeinadoAntonio Peinado,W,Bow and arrow
Rodolfo Vieira,4758,Joao RochaJoao Rocha,W,Armbar
Rodolfo Vieira,4761,Leonardo LeiteLeonardo Leite,W,Armbar
Rodolfo Vieira,4808,Yuri SimoesYuri Simoes,W,Pts: 8x0
Rodolfo Vieira,4812,Nivaldo OliveiraNivaldo Oliveira,W,Katagatame
Rodolfo Vieira,4814,Lucas LeiteLucas Leite,W,Brabo choke
Rodolfo Vieira,4846,Leonardo LeiteLeonardo Leite,W,Pts: 14x2
Rodolfo Vieira,4847,Ricardo AbreuRicardo Abreu,W,Adv
Rodolfo Vieira,5564,Alexandre SouzaAlexandre Souza,W,Armbar
Rodolfo Vieira,5568,Faisal Kitbe,W,Choke from back
Rodolfo Vieira,5573,Alan BelcherAlan Belcher,W,Choke from back
Rodolfo Vieira,5582,Travis StevensTravis Stevens,W,Choke from back
Rodolfo Vieira,5584,Leandro LoLeandro Lo,W,Choke from back
Rodolfo Vieira,5617,Unknown,W,Choke
Rodolfo Vieira,5628,Luiz PanzaLuiz Panza,W,Choke
Rodolfo Vieira,5632,Leandro LoLeandro Lo,W,Choke from back
Rodolfo Vieira,5635,Andre GalvaoAndre Galvao,W,Ezekiel
Rodolfo Vieira,5673,Luke Costello,W,Choke from back
Rodolfo Vieira,5676,Lucio RodriguesLucio Rodrigues,W,Pts: 5x0
Rodolfo Vieira,5678,Luiz PanzaLuiz Panza,W,Armbar
Rodolfo Vieira,5700,AJ AgazarmAJ Agazarm,W,Choke from back
Rodolfo Vieira,5714,Sean RobertsSean Roberts,W,Choke from back
Rodolfo Vieira,5722,Alexander TransAlexander Trans,W,Choke
Rodolfo Vieira,5724,Bernardo FariaBernardo Faria,W,Wristlock
Rodolfo Vieira,5846,James PuopoloJames Puopolo,W,Choke from back
Rodolfo Vieira,5849,Leo NogueiraLeo Nogueira,W,Katagatame
Rodolfo Vieira,5851,Bernardo FariaBernardo Faria,W,Armbar
Rodolfo Vieira,5938,Pedro Moura,W,Choke from back
Rodolfo Vieira,6323,I. Schneider,W,Choke from back
Rodolfo Vieira,7915,Adam Sachnoff,W,Katagatame
Rodolfo Vieira,7919,Cassio FrancisCassio Francis,W,RNC
Rodolfo Vieira,7921,Alexandre RibeiroAlexandre Ribeiro,W,Pts: 6x0
Rodolfo Vieira,7923,Felipe PenaFelipe Pena,W,Referee Decision
Rodolfo Vieira,7989,Ben Henderson,W,Kimura/Triangle
Rodolfo Vieira,7995,Rafael LovatoRafael Lovato,W,Pts: 5x0
Rodolfo Vieira,18013,Kit DaleKit Dale,W,Violin armlock
Rodolfo Vieira,18015,Mahamed AlyMahamed Aly,W,Points
Rodolfo Vieira,22680,A. Munis,W,Katagatame
Rodolfo Vieira,55464,Derek Brunson,W,Katagatame
Rodrigo Cavaca,1468,Roger GracieRoger Gracie,L,Cross choke
Rodrigo Cavaca,1585,Luiz Theodoro,L,Adv
Rodrigo Cavaca,1773,Roger GracieRoger Gracie,L,Armbar
Rodrigo Cavaca,1969,Roger GracieRoger Gracie,L,Submission
Rodrigo Cavaca,2030,Gabriel VellaGabriel Vella,L,Pts: 2x0
Rodrigo Cavaca,2186,Marcio CorletaMarcio Corleta,L,Armbar
Rodrigo Cavaca,2273,Vinny MagalhaesVinny Magalhaes,L,Heel hook
Rodrigo Cavaca,2373,Gabriel VellaGabriel Vella,L,"Pts: 0x0, Adv"
Rodrigo Cavaca,2390,Bill CooperBill Cooper,L,Triangle
Rodrigo Cavaca,2504,Gustavo CamposGustavo Campos,L,Triangle
Rodrigo Cavaca,2572,Marcel FortunaMarcel Fortuna,L,"Pts: 0x0, Adv"
Rodrigo Cavaca,2588,Bernardo FariaBernardo Faria,L,Points
Rodrigo Cavaca,2748,Roger GracieRoger Gracie,L,Choke from back
Rodrigo Cavaca,2839,Sergio MoraesSergio Moraes,L,Toe hold
Rodrigo Cavaca,2925,Caio Alencar,L,Points
Rodrigo Cavaca,3155,Braga NetoBraga Neto,L,Pts: 7x0
Rodrigo Cavaca,4464,Alexander TransAlexander Trans,L,Pts: 3x0
